0.302	-6.15752	203.857
0.302	-6.03186	209.198
0.302	-5.90619	214.881
0.302	-5.78053	220.728
0.302	-5.65487	226.53
0.302	-5.5292	232.053
0.302	-5.40354	237.053
0.302	-5.27788	241.294
0.302	-5.15221	244.56
0.302	-5.02655	246.676
0.302	-4.90088	247.519
0.302	-4.77522	247.027
0.302	-4.64956	245.207
0.302	-4.52389	242.135
0.302	-4.39823	237.946
0.302	-4.27257	232.831
0.302	-4.1469	227.017
0.302	-4.02124	220.755
0.302	-3.89557	214.3
0.302	-3.76991	207.895
0.302	-3.64425	201.762
0.302	-3.51858	196.084
0.302	-3.39292	191.005
0.302	-3.26726	186.62
0.302	-3.14159	182.984
0.302	-3.01593	180.107
0.302	-2.89027	177.961
0.302	-2.7646	176.489
0.302	-2.63894	175.612
0.302	-2.51327	175.233
0.302	-2.38761	175.247
0.302	-2.26195	175.549
0.302	-2.13628	176.038
0.302	-2.01062	176.625
0.302	-1.88496	177.237
0.302	-1.75929	177.818
0.302	-1.63363	178.338
0.302	-1.50796	178.787
0.302	-1.3823	179.18
0.302	-1.25664	179.555
0.302	-1.13097	179.969
0.302	-1.00531	180.497
0.302	-0.879646	181.225
0.302	-0.753982	182.247
0.302	-0.628319	183.657
0.302	-0.502655	185.545
0.302	-0.376991	187.983
0.302	-0.251327	191.026
0.302	-0.125664	194.7
0.302	0	198.993
0.302	0.125664	203.857
0.302	0.251327	209.198
0.302	0.376991	214.881
0.302	0.502655	220.728
0.302	0.628319	226.53
0.302	0.753982	232.053
0.302	0.879646	237.053
0.302	1.00531	241.294
0.302	1.13097	244.56
0.302	1.25664	246.676
0.302	1.3823	247.519
0.302	1.50796	247.027
0.302	1.63363	245.207
0.302	1.75929	242.135
0.302	1.88496	237.946
0.302	2.01062	232.831
0.302	2.13628	227.017
0.302	2.26195	220.755
0.302	2.38761	214.3
0.302	2.51327	207.895
0.302	2.63894	201.762
0.302	2.7646	196.084
0.302	2.89027	191.005
0.302	3.01593	186.62
0.302	3.14159	182.984
0.302	3.26726	180.107
0.302	3.39292	177.961
0.302	3.51858	176.489
0.302	3.64425	175.612
0.302	3.76991	175.233
0.302	3.89557	175.247
0.302	4.02124	175.549
0.302	4.1469	176.038
0.302	4.27257	176.625
0.302	4.39823	177.237
0.302	4.52389	177.818
0.302	4.64956	178.338
0.302	4.77522	178.787
0.302	4.90088	179.18
0.302	5.02655	179.555
0.302	5.15221	179.969
0.302	5.27788	180.497
0.302	5.40354	181.225
0.302	5.5292	182.247
0.302	5.65487	183.657
0.302	5.78053	185.545
0.302	5.90619	187.983
0.302	6.03186	191.026
0.302	6.15752	194.7
0.302	6.28319	198.993
0.304	-6.15752	197.064
0.304	-6.03186	202.397
0.304	-5.90619	208.076
0.304	-5.78053	213.923
0.304	-5.65487	219.728
0.304	-5.5292	225.256
0.304	-5.40354	230.262
0.304	-5.27788	234.507
0.304	-5.15221	237.776
0.304	-5.02655	239.891
0.304	-4.90088	240.73
0.304	-4.77522	240.23
0.304	-4.64956	238.398
0.304	-4.52389	235.31
0.304	-4.39823	231.104
0.304	-4.27257	225.971
0.304	-4.1469	220.141
0.304	-4.02124	213.864
0.304	-3.89557	207.398
0.304	-3.76991	200.988
0.304	-3.64425	194.854
0.304	-3.51858	189.183
0.304	-3.39292	184.116
0.304	-3.26726	179.75
0.304	-3.14159	176.139
0.304	-3.01593	173.29
0.304	-2.89027	171.176
0.304	-2.7646	169.739
0.304	-2.63894	168.898
0.304	-2.51327	168.554
0.304	-2.38761	168.602
0.304	-2.26195	168.935
0.304	-2.13628	169.452
0.304	-2.01062	170.062
0.304	-1.88496	170.691
0.304	-1.75929	171.285
0.304	-1.63363	171.81
0.304	-1.50796	172.259
0.304	-1.3823	172.646
0.304	-1.25664	173.009
0.304	-1.13097	173.406
0.304	-1.00531	173.912
0.304	-0.879646	174.616
0.304	-0.753982	175.611
0.304	-0.628319	176.994
0.304	-0.502655	178.854
0.304	-0.376991	181.266
0.304	-0.251327	184.285
0.304	-0.125664	187.937
0.304	0	192.213
0.304	0.125664	197.064
0.304	0.251327	202.397
0.304	0.376991	208.076
0.304	0.502655	213.923
0.304	0.628319	219.728
0.304	0.753982	225.256
0.304	0.879646	230.262
0.304	1.00531	234.507
0.304	1.13097	237.776
0.304	1.25664	239.891
0.304	1.3823	240.73
0.304	1.50796	240.23
0.304	1.63363	238.398
0.304	1.75929	235.31
0.304	1.88496	231.104
0.304	2.01062	225.971
0.304	2.13628	220.141
0.304	2.26195	213.864
0.304	2.38761	207.398
0.304	2.51327	200.988
0.304	2.63894	194.854
0.304	2.7646	189.183
0.304	2.89027	184.116
0.304	3.01593	179.75
0.304	3.14159	176.139
0.304	3.26726	173.29
0.304	3.39292	171.176
0.304	3.51858	169.739
0.304	3.64425	168.898
0.304	3.76991	168.554
0.304	3.89557	168.602
0.304	4.02124	168.935
0.304	4.1469	169.452
0.304	4.27257	170.062
0.304	4.39823	170.691
0.304	4.52389	171.285
0.304	4.64956	171.81
0.304	4.77522	172.259
0.304	4.90088	172.646
0.304	5.02655	173.009
0.304	5.15221	173.406
0.304	5.27788	173.912
0.304	5.40354	174.616
0.304	5.5292	175.611
0.304	5.65487	176.994
0.304	5.78053	178.854
0.304	5.90619	181.266
0.304	6.03186	184.285
0.304	6.15752	187.937
0.304	6.28319	192.213
0.306	-6.15752	190.342
0.306	-6.03186	195.667
0.306	-5.90619	201.341
0.306	-5.78053	207.188
0.306	-5.65487	212.995
0.306	-5.5292	218.527
0.306	-5.40354	223.538
0.306	-5.27788	227.787
0.306	-5.15221	231.058
0.306	-5.02655	233.173
0.306	-4.90088	234.007
0.306	-4.77522	233.498
0.306	-4.64956	231.655
0.306	-4.52389	228.552
0.306	-4.39823	224.329
0.306	-4.27257	219.179
0.306	-4.1469	213.332
0.306	-4.02124	207.041
0.306	-3.89557	200.565
0.306	-3.76991	194.149
0.306	-3.64425	188.017
0.306	-3.51858	182.352
0.306	-3.39292	177.299
0.306	-3.26726	172.953
0.306	-3.14159	169.366
0.306	-3.01593	166.546
0.306	-2.89027	164.465
0.306	-2.7646	163.064
0.306	-2.63894	162.258
0.306	-2.51327	161.95
0.306	-2.38761	162.032
0.306	-2.26195	162.397
0.306	-2.13628	162.941
0.306	-2.01062	163.575
0.306	-1.88496	164.221
0.306	-1.75929	164.827
0.306	-1.63363	165.358
0.306	-1.50796	165.807
0.306	-1.3823	166.187
0.306	-1.25664	166.538
0.306	-1.13097	166.918
0.306	-1.00531	167.403
0.306	-0.879646	168.082
0.306	-0.753982	169.051
0.306	-0.628319	170.406
0.306	-0.502655	172.237
0.306	-0.376991	174.622
0.306	-0.251327	177.616
0.306	-0.125664	181.246
0.306	0	185.505
0.306	0.125664	190.342
0.306	0.251327	195.667
0.306	0.376991	201.341
0.306	0.502655	207.188
0.306	0.628319	212.995
0.306	0.753982	218.527
0.306	0.879646	223.538
0.306	1.00531	227.787
0.306	1.13097	231.058
0.306	1.25664	233.173
0.306	1.3823	234.007
0.306	1.50796	233.498
0.306	1.63363	231.655
0.306	1.75929	228.552
0.306	1.88496	224.329
0.306	2.01062	219.179
0.306	2.13628	213.332
0.306	2.26195	207.041
0.306	2.38761	200.565
0.306	2.51327	194.149
0.306	2.63894	188.017
0.306	2.7646	182.352
0.306	2.89027	177.299
0.306	3.01593	172.953
0.306	3.14159	169.366
0.306	3.26726	166.546
0.306	3.39292	164.465
0.306	3.51858	163.064
0.306	3.64425	162.258
0.306	3.76991	161.95
0.306	3.89557	162.032
0.306	4.02124	162.397
0.306	4.1469	162.941
0.306	4.27257	163.575
0.306	4.39823	164.221
0.306	4.52389	164.827
0.306	4.64956	165.358
0.306	4.77522	165.807
0.306	4.90088	166.187
0.306	5.02655	166.538
0.306	5.15221	166.918
0.306	5.27788	167.403
0.306	5.40354	168.082
0.306	5.5292	169.051
0.306	5.65487	170.406
0.306	5.78053	172.237
0.306	5.90619	174.622
0.306	6.03186	177.616
0.306	6.15752	181.246
0.306	6.28319	185.505
0.308	-6.15752	183.696
0.308	-6.03186	189.011
0.308	-5.90619	194.68
0.308	-5.78053	200.526
0.308	-5.65487	206.335
0.308	-5.5292	211.87
0.308	-5.40354	216.885
0.308	-5.27788	221.138
0.308	-5.15221	224.411
0.308	-5.02655	226.524
0.308	-4.90088	227.354
0.308	-4.77522	226.837
0.308	-4.64956	224.981
0.308	-4.52389	221.863
0.308	-4.39823	217.624
0.308	-4.27257	212.457
0.308	-4.1469	206.594
0.308	-4.02124	200.289
0.308	-3.89557	193.804
0.308	-3.76991	187.384
0.308	-3.64425	181.253
0.308	-3.51858	175.596
0.308	-3.39292	170.556
0.308	-3.26726	166.23
0.308	-3.14159	162.669
0.308	-3.01593	159.879
0.308	-2.89027	157.832
0.308	-2.7646	156.466
0.308	-2.63894	155.696
0.308	-2.51327	155.424
0.308	-2.38761	155.541
0.308	-2.26195	155.937
0.308	-2.13628	156.509
0.308	-2.01062	157.166
0.308	-1.88496	157.831
0.308	-1.75929	158.448
0.308	-1.63363	158.985
0.308	-1.50796	159.433
0.308	-1.3823	159.807
0.308	-1.25664	160.146
0.308	-1.13097	160.509
0.308	-1.00531	160.973
0.308	-0.879646	161.627
0.308	-0.753982	162.568
0.308	-0.628319	163.895
0.308	-0.502655	165.698
0.308	-0.376991	168.055
0.308	-0.251327	171.024
0.308	-0.125664	174.632
0.308	0	178.872
